id,Actor1,Actor2,Actor3,Director_Name,original_title,genres_list,Comb
25751,Stacy Galina,Alexis Arquette,Eva Mendes,Ethan Wiley,Children of the Corn V: Fields of Terror,Horror Thriller,Stacy Galina Alexis Arquette Eva Mendes Ethan Wiley Horror Thriller
25752,John Franklin,Natalie Ramsey,Paul Popowich,Kari Skogland,Children of the Corn 666: Isaac's Return,Horror Mystery,John Franklin Natalie Ramsey Paul Popowich Kari Skogland Horror Mystery
25753,Claudette Mink,Kyle Cassie,Michael Ironside,Guy Magar,Children of the Corn: Revelation,Horror,Claudette Mink Kyle Cassie Michael Ironside Guy Magar Horror
25754,David Anders,Kandyse McClure,Preston Bailey,Donald P. Borchers,Children of the Corn,Drama Horror Thriller,David Anders Kandyse McClure Preston Bailey Donald P. Borchers Drama Horror Thriller
25755,Mahasamut Boonyaruk,Saengthong Gate-Uthong,Sawatwong Palakawong Na Autthaya,Wisit Sasanatieng,หมานคร,Comedy Drama Fantasy Romance Sci-Fi,Mahasamut Boonyaruk Saengthong Gate-Uthong Sawatwong Palakawong Na Autthaya Wisit Sasanatieng Comedy Drama Fantasy Romance Sci-Fi
25756,Nathan Forrest Winters,Brian McHugh,Michael Jerome West,Victor Salva,Clownhouse,Horror,Nathan Forrest Winters Brian McHugh Michael Jerome West Victor Salva Horror
25757,Mark Hamill,Donna D'Errico,Billy West,Mark Hamill,Comic Book: The Movie,Action Comedy Thriller,Mark Hamill Donna D'Errico Billy West Mark Hamill Action Comedy Thriller
25763,Jan-Michael Vincent,George Peppard,Dominique Sanda,Jack Smight,Damnation Alley,Action Adventure Sci-Fi,Jan-Michael Vincent George Peppard Dominique Sanda Jack Smight Action Adventure Sci-Fi
25764,Kim Ok-bin,Lee Kyeon,Song Ha-yoon,E J-yong,다세포 소녀,Romance Comedy,Kim Ok-bin Lee Kyeon Song Ha-yoon E J-yong Romance Comedy
25767,Cary Grant,Deborah Kerr,Robert Mitchum,Stanley Donen,The Grass Is Greener,Comedy Drama Romance,Cary Grant Deborah Kerr Robert Mitchum Stanley Donen Comedy Drama Romance
25768,Buster Keaton,Ernest Torrence,Tom McGuire,Buster Keaton Charles Reisner,"Steamboat Bill, Jr.",Action Comedy,Buster Keaton Ernest Torrence Tom McGuire Buster Keaton Charles Reisner Action Comedy
25769,Lou Taylor Pucci,Chris Pine,Piper Perabo,Àlex Pastor David Pastor,Carriers,Action Drama Horror Sci-Fi Thriller,Lou Taylor Pucci Chris Pine Piper Perabo Àlex Pastor David Pastor Action Drama Horror Sci-Fi Thriller
25770,Buster Keaton,Virginia Fox,Joe Roberts,Buster Keaton Edward F. Cline,The Paleface,Western Comedy,Buster Keaton Virginia Fox Joe Roberts Buster Keaton Edward F. Cline Western Comedy
25771,Roger Waters,David Gilmour,Richard Wright,Adrian Maben,Pink Floyd: Live at Pompeii,Music Documentary,Roger Waters David Gilmour Richard Wright Adrian Maben Music Documentary
25773,Robby Benson,Barry Miller,Maximilian Schell,Jeremy Kagan,The Chosen,Drama,Robby Benson Barry Miller Maximilian Schell Jeremy Kagan Drama
25778,Shailene Woodley,Kevin Zegers,David Gardner,Nadia Tass,Felicity: An American Girl Adventure,Action Drama Family Thriller,Shailene Woodley Kevin Zegers David Gardner Nadia Tass Action Drama Family Thriller
25781,Morgan Freeman,Sean Combs,Sanaa Lathan,Kenny Leon,A Raisin in the Sun,Drama,Morgan Freeman Sean Combs Sanaa Lathan Kenny Leon Drama
25783,Oliver Stone,Juanita Vera,Fidel Castro,Oliver Stone,Comandante,Documentary,Oliver Stone Juanita Vera Fidel Castro Oliver Stone Documentary
25784,Kiều Chinh,Long Nguyen,Diem Lien,Ham Tran,Vượt Sóng,Drama,Kiều Chinh Long Nguyen Diem Lien Ham Tran Drama
25786,Mia Farrow,AnnaSophia Robb,Olivia Ballantyne,Nadia Tass,Samantha: An American Girl Holiday,Drama Family,Mia Farrow AnnaSophia Robb Olivia Ballantyne Nadia Tass Drama Family
25787,Cleo Moore,Hugo Haas,Glenn Langan,Hugo Haas,One Girl's Confession,Drama,Cleo Moore Hugo Haas Glenn Langan Hugo Haas Drama
25789,Tom Skerritt,Sharon Lawrence,Charles S. Dutton,Mikael Salomon,Aftershock: Earthquake in New York,Action Drama Thriller,Tom Skerritt Sharon Lawrence Charles S. Dutton Mikael Salomon Action Drama Thriller
25793,Gabourey Sidibe,Mo'Nique,Paula Patton,Lee Daniels,Precious,Drama,Gabourey Sidibe Mo'Nique Paula Patton Lee Daniels Drama
25795,Juan José Ballesta,María Valverde,Patrick Bauchau,Jaime Marques,Ladrones,Action Adventure Crime Drama Foreign Romance,Juan José Ballesta María Valverde Patrick Bauchau Jaime Marques Action Adventure Crime Drama Foreign Romance
25796,Dennis Farina,Paula Marshall,Danny Nucci,Carl Reiner,That Old Feeling,Comedy Drama Romance,Dennis Farina Paula Marshall Danny Nucci Carl Reiner Comedy Drama Romance
25797,Carice van Houten,Theo Maassen,Jack Wouterse,Vincent Bal,Minoes,Comedy Family Fantasy Sci-Fi,Carice van Houten Theo Maassen Jack Wouterse Vincent Bal Comedy Family Fantasy Sci-Fi
25799,Konkona Sen Sharma,Yashpal Sharma,Ankur Khanna,Shonali Bose,Amu,Drama Foreign History,Konkona Sen Sharma Yashpal Sharma Ankur Khanna Shonali Bose Drama Foreign History
25801,Govinda,Juhi Chawla,Johnny Lever,K Raghavendra Rao,Aamdani Atthanni Kharcha Rupaiya,Foreign Comedy Drama,Govinda Juhi Chawla Johnny Lever K Raghavendra Rao Foreign Comedy Drama
25803,Rupinder Nagra,Seema Biswas,Naseeruddin Shah,Richie Mehta,Amal,Drama,Rupinder Nagra Seema Biswas Naseeruddin Shah Richie Mehta Drama
25807,George Raft,Virginia Mayo,Gene Lockhart,Roy Del Ruth,Red Light,Mystery Thriller,George Raft Virginia Mayo Gene Lockhart Roy Del Ruth Mystery Thriller
25831,Wayne Allwine,Arthur Burghardt,Bill Farmer,George Scribner,The Prince and the Pauper,Animation Comedy Family,Wayne Allwine Arthur Burghardt Bill Farmer George Scribner Animation Comedy Family
25832,Theresa Russell,Bridget Fonda,Buck Henry,Jean-Luc Godard Bruce Beresford Robert Altman Nicolas Roeg Julien Temple Ken Russell Franc Roddam Charles Sturridge Derek Jarman Bill Bryden,Aria,Comedy Drama Music,Theresa Russell Bridget Fonda Buck Henry Jean-Luc Godard Bruce Beresford Robert Altman Nicolas Roeg Julien Temple Ken Russell Franc Roddam Charles Sturridge Derek Jarman Bill Bryden Comedy Drama Music
25833,Rebekah Kochan,Daniel Skelton,Chris Salvatore,Glenn Gaylord,Eating Out: All You Can Eat,Comedy,Rebekah Kochan Daniel Skelton Chris Salvatore Glenn Gaylord Comedy
25834,Bernice Stegers,Philip Sayer,Simon Nash,Harry Bromley Davenport,Xtro,Sci-Fi Horror,Bernice Stegers Philip Sayer Simon Nash Harry Bromley Davenport Sci-Fi Horror
25838,Jiang Wen,Jiang Hong-Bo,Teruyuki Kagawa,Jiang Wen,鬼子来了,Drama War,Jiang Wen Jiang Hong-Bo Teruyuki Kagawa Jiang Wen Drama War
25842,Reginald Owen,Gene Lockhart,Kathleen Lockhart,Edwin L. Marin,A Christmas Carol,Fantasy Drama Family,Reginald Owen Gene Lockhart Kathleen Lockhart Edwin L. Marin Fantasy Drama Family
25846,Francesco Scianna,Margareth Madè,Lina Sastri,Giuseppe Tornatore,Baarìa,Drama Comedy,Francesco Scianna Margareth Madè Lina Sastri Giuseppe Tornatore Drama Comedy
25848,John Wayne,Sophia Loren,Rossano Brazzi,Henry Hathaway,Legend of the Lost,Adventure Drama,John Wayne Sophia Loren Rossano Brazzi Henry Hathaway Adventure Drama
25852,Elizabeth Peña,Freddy Rodríguez,Luis Guzmán,Alfredo De Villa,Nothing Like the Holidays,Comedy Drama Romance,Elizabeth Peña Freddy Rodríguez Luis Guzmán Alfredo De Villa Comedy Drama Romance
25853,Jeremy Renner,Bruce Davison,Artel Great,David Jacobson,Dahmer,Drama Horror,Jeremy Renner Bruce Davison Artel Great David Jacobson Drama Horror
25855,JeeJa Yanin,Marc Hoang,David Bueno,Rashane Limtrakul,จีจ้า ดื้อ สวย ดุ,Thriller Action,JeeJa Yanin Marc Hoang David Bueno Rashane Limtrakul Thriller Action
25858,Michiyo Kogure,Reisaburô Yamamoto,Toshirō Mifune,Akira Kurosawa,酔いどれ天使,Drama,Michiyo Kogure Reisaburô Yamamoto Toshirō Mifune Akira Kurosawa Drama
25862,Priscilla Lane,Betty Field,Richard Whorf,Anatole Litvak,Blues in the Night,Drama Music,Priscilla Lane Betty Field Richard Whorf Anatole Litvak Drama Music
25866,Bourvil,Louis de Funès,Venantino Venantini,Gérard Oury,Le corniaud,Comedy Crime,Bourvil Louis de Funès Venantino Venantini Gérard Oury Comedy Crime
25867,Akshay Kumar,Katrina Kaif,Sunil Shetty,Priyadarshan,De Dana Dan,Action Comedy Foreign,Akshay Kumar Katrina Kaif Sunil Shetty Priyadarshan Action Comedy Foreign
25868,Amitabh Bachchan,Sanjay Dutt,Ritesh Deshmukh,Sujoy Ghosh,Aladin,Fantasy Drama Romance Foreign,Amitabh Bachchan Sanjay Dutt Ritesh Deshmukh Sujoy Ghosh Fantasy Drama Romance Foreign
25869,Salman Khan,Priyanka Chopra,Anil Kapoor,Nikhil Advani,Salaam-E-Ishq,Drama Foreign Romance,Salman Khan Priyanka Chopra Anil Kapoor Nikhil Advani Drama Foreign Romance
25872,Kristy McNichol,Christopher Atkins,Ted Hamilton,Ken Annakin,The Pirate Movie,Action Comedy Drama Family Music Romance,Kristy McNichol Christopher Atkins Ted Hamilton Ken Annakin Action Comedy Drama Family Music Romance
25874,Rod Steiger,Claire Bloom,Robert Drivas,Jack Smight,The Illustrated Man,Sci-Fi,Rod Steiger Claire Bloom Robert Drivas Jack Smight Sci-Fi
25875,Yosuke Eguchi,Chang Chen,Karena Lam,Chao-Bin Su,Gui si,Drama Horror Thriller Sci-Fi Mystery,Yosuke Eguchi Chang Chen Karena Lam Chao-Bin Su Drama Horror Thriller Sci-Fi Mystery
25884,Rebecca De Mornay,Mary Gross,Fred Dalton Thompson,Daniel Goldberg,Feds,Action Comedy Family,Rebecca De Mornay Mary Gross Fred Dalton Thompson Daniel Goldberg Action Comedy Family
25890,Albert Brooks,Amy Ryan,Sheetal Sheth,Albert Brooks,Looking for Comedy in the Muslim World,Comedy,Albert Brooks Amy Ryan Sheetal Sheth Albert Brooks Comedy
25893,Bob Hope,Milly Vitale,George Tobias,Melville Shavelson,The Seven Little Foys,Comedy Drama Family,Bob Hope Milly Vitale George Tobias Melville Shavelson Comedy Drama Family
25894,Joan Crawford,Fred MacMurray,Conrad Veidt,Richard Thorpe,Above Suspicion,Drama Thriller,Joan Crawford Fred MacMurray Conrad Veidt Richard Thorpe Drama Thriller
25896,Bonnie Root,Gaby Hoffmann,Mia Farrow,Colette Burson,Coming Soon,Romance Comedy,Bonnie Root Gaby Hoffmann Mia Farrow Colette Burson Romance Comedy
25898,Stan Laurel,Oliver Hardy,Charlotte Henry,Charley Rogers Gus Meins,Babes in Toyland,Comedy,Stan Laurel Oliver Hardy Charlotte Henry Charley Rogers Gus Meins Comedy
25900,Richard Basehart,Audrey Totter,Cyd Charisse,John Berry,Tension,Crime Drama,Richard Basehart Audrey Totter Cyd Charisse John Berry Crime Drama
25902,Judit Schell,Kata Dobó,Sándor Csányi,Krisztina Goda,Csak szex és más semmi,Drama Comedy Romance,Judit Schell Kata Dobó Sándor Csányi Krisztina Goda Drama Comedy Romance
25904,Josef Kemr,Magda Vášáryová ,Naďa Hejná,František Vláčil,Marketa Lazarová,Drama History,Josef Kemr Magda Vášáryová  Naďa Hejná František Vláčil Drama History
25905,Ida Kaminska,Jozef Kroner,Martin Gregor,Ján Kadár Elmar Klos,Obchod na korze,Drama War,Ida Kaminska Jozef Kroner Martin Gregor Ján Kadár Elmar Klos Drama War
25908,Jan Kačer,Věra Galatíková,Zdeněk Kryzánek,František Vláčil,Údolí včel,Drama History,Jan Kačer Věra Galatíková Zdeněk Kryzánek František Vláčil Drama History
25913,Maurice LaMarche,Jodi Benson,Lacey Chabert,Phil Weinstein,Balto II: Wolf Quest,Family Animation Adventure,Maurice LaMarche Jodi Benson Lacey Chabert Phil Weinstein Family Animation Adventure
25914,Glenn Ford,Jeanne Crain,Broderick Crawford,Russell Rouse,The Fastest Gun Alive,Drama Western,Glenn Ford Jeanne Crain Broderick Crawford Russell Rouse Drama Western
25915,Cornel Wilde,Patricia Knight,John Baragrey,Douglas Sirk,Shockproof,Crime Drama,Cornel Wilde Patricia Knight John Baragrey Douglas Sirk Crime Drama
25918,Kirk Douglas,Marilyn Maxwell,Arthur Kennedy,Mark Robson,Champion,Drama,Kirk Douglas Marilyn Maxwell Arthur Kennedy Mark Robson Drama
25919,Pat Healy,Kene Holliday,John Baker,Craig Zobel,Great World of Sound,Comedy Drama Music,Pat Healy Kene Holliday John Baker Craig Zobel Comedy Drama Music
25921,Kick Gurry,Maya Stange,Pia Miranda,Alex Proyas,Garage Days,Comedy Drama Music,Kick Gurry Maya Stange Pia Miranda Alex Proyas Comedy Drama Music
25922,Mariana Cordero,Eduard Fernández,Elvira de Armiñán,F. Javier Gutiérrez,3 días (Before the Fall),Crime Drama Sci-Fi,Mariana Cordero Eduard Fernández Elvira de Armiñán F. Javier Gutiérrez Crime Drama Sci-Fi
25925,Doctor Dré,Ed Lover,Denis Leary,Ted Demme Suzanne de Passe,Who's the Man?,Drama Action Comedy,Doctor Dré Ed Lover Denis Leary Ted Demme Suzanne de Passe Drama Action Comedy
25926,Leonard Nimoy,William Shatner,Billy West,Peter Jaysen,Mind Meld: Secrets Behind the Voyage of a Lifetime,Documentary,Leonard Nimoy William Shatner Billy West Peter Jaysen Documentary
25927,Ethan Hawke,Vincent D'Onofrio,Seymour Cassel,James DeMonaco,Staten Island,Drama Action Thriller Crime,Ethan Hawke Vincent D'Onofrio Seymour Cassel James DeMonaco Drama Action Thriller Crime
25934,Sidney Poitier,Suzy Kendall,Christian Roberts,James Clavell,"To Sir, with Love",Drama,Sidney Poitier Suzy Kendall Christian Roberts James Clavell Drama
25935,Paul Bettany,Willem Dafoe,Tom Hardy,Paul McGuigan,The Reckoning,Crime Drama Mystery,Paul Bettany Willem Dafoe Tom Hardy Paul McGuigan Crime Drama Mystery
25936,Leonid Barats,Nonna Grishaeva,Aleksandr Demidov,Dmitriy Dyachenko,День радио,Comedy,Leonid Barats Nonna Grishaeva Aleksandr Demidov Dmitriy Dyachenko Comedy
25939,Aleksandra Śląska,Anna Ciepielewska,Janusz Bylczynski,Andrzej Munk Witold Lesiewicz,Pasażerka,Drama War,Aleksandra Śląska Anna Ciepielewska Janusz Bylczynski Andrzej Munk Witold Lesiewicz Drama War
25941,Michael Caine,Emily Mortimer,Iain Glen,Daniel Barber,Harry Brown,Thriller Crime Drama Action,Michael Caine Emily Mortimer Iain Glen Daniel Barber Thriller Crime Drama Action
25943,Paul Hogan,Elias Koteas,Linda Kozlowski,John Cornell,Almost an Angel,Fantasy Comedy Sci-Fi,Paul Hogan Elias Koteas Linda Kozlowski John Cornell Fantasy Comedy Sci-Fi
25944,Udo Kier,Joe Dallesandro,Vittorio De Sica,Paul Morrissey,Blood for Dracula,Horror,Udo Kier Joe Dallesandro Vittorio De Sica Paul Morrissey Horror
25950,Kyle MacLachlan,Danielle Calvert,Gabrielle Anwar,Russell Mulcahy,Mysterious Island,Action Adventure Drama Fantasy,Kyle MacLachlan Danielle Calvert Gabrielle Anwar Russell Mulcahy Action Adventure Drama Fantasy
25951,Shinya Tsukamoto,Kirina Mano,Tatsuya Nakamura,Shinya Tsukamoto,Bullet Ballet,Drama Foreign Thriller,Shinya Tsukamoto Kirina Mano Tatsuya Nakamura Shinya Tsukamoto Drama Foreign Thriller
25952,Walter Brooke,Eric Fleming,Mickey Shaughnessy,Byron Haskin,Conquest of Space,Sci-Fi,Walter Brooke Eric Fleming Mickey Shaughnessy Byron Haskin Sci-Fi
25953,Adele Jergens,Tom Neal,Myrna Dell,Sam Newfield,Radar Secret Service,Romance Action Adventure Crime Drama,Adele Jergens Tom Neal Myrna Dell Sam Newfield Romance Action Adventure Crime Drama
25955,Richard Widmark,Jean Peters,Thelma Ritter,Samuel Fuller,Pickup on South Street,Drama Thriller,Richard Widmark Jean Peters Thelma Ritter Samuel Fuller Drama Thriller
25956,Mía Maestro,Rubén Blades,Carlos Julio Molina,Jonathan Jakubowicz,Secuestro Express,Drama Action Thriller Crime Foreign,Mía Maestro Rubén Blades Carlos Julio Molina Jonathan Jakubowicz Drama Action Thriller Crime Foreign
25961,Craig Blair,Emily Bauer,Sarah Natochenny,Kunihiko Yuyama,ディアルガVSパルキアVSダークライ,Adventure Animation Family Fantasy,Craig Blair Emily Bauer Sarah Natochenny Kunihiko Yuyama Adventure Animation Family Fantasy
25967,Essie Davis,Sean Harris,Marcel Iureș,Billy O'Brien,Isolation,Horror Sci-Fi Thriller,Essie Davis Sean Harris Marcel Iureș Billy O'Brien Horror Sci-Fi Thriller
25968,Sarah Michelle Gellar,David Thewlis,Jonathan Tucker,Emily Young,Veronika Decides to Die,Drama Romance,Sarah Michelle Gellar David Thewlis Jonathan Tucker Emily Young Drama Romance
25969,Perry Anzilotti,Kathy Bates,Robert Curtis Brown,Patrick Read Johnson,Angus,Comedy Drama Family Romance,Perry Anzilotti Kathy Bates Robert Curtis Brown Patrick Read Johnson Comedy Drama Family Romance
25970,Fredric March,Veronica Lake,Robert Benchley,René Clair,I Married a Witch,Comedy Fantasy Horror,Fredric March Veronica Lake Robert Benchley René Clair Comedy Fantasy Horror
25973,Cuba Gooding Jr.,Matthew Lillard,Sean Astin,Mars Callahan,What Love Is,Comedy Romance,Cuba Gooding Jr. Matthew Lillard Sean Astin Mars Callahan Comedy Romance
25975,Drew Barrymore,Brian Herzlinger,Corey Feldman,Brian Herzlinger Jon Gunn Brett Winn,My Date with Drew,Documentary,Drew Barrymore Brian Herzlinger Corey Feldman Brian Herzlinger Jon Gunn Brett Winn Documentary
25977,Jason London,Gigi Edgley,Christa Campbell,C. Roma,Showdown at Area 51,Sci-Fi Thriller,Jason London Gigi Edgley Christa Campbell C. Roma Sci-Fi Thriller
25983,Jocelin Donahue,Mary Woronov,Greta Gerwig,Ti West,The House of the Devil,Mystery Horror,Jocelin Donahue Mary Woronov Greta Gerwig Ti West Mystery Horror
25985,Tunde Adebimpe,Natalia Verbeke,Murielle Arden,Joel Hopkins,Jump Tomorrow,Drama Comedy Romance,Tunde Adebimpe Natalia Verbeke Murielle Arden Joel Hopkins Drama Comedy Romance
25988,Jessica Alba,Hugh Dancy,Brenda Blethyn,Guy Jenkin,The Sleeping Dictionary,Drama Romance,Jessica Alba Hugh Dancy Brenda Blethyn Guy Jenkin Drama Romance
25993,Peter Cushing,Patrick Magee,Herbert Lom,Roy Ward Baker,Asylum,Horror Thriller Mystery,Peter Cushing Patrick Magee Herbert Lom Roy Ward Baker Horror Thriller Mystery
25994,Emma Thompson,Phyllida Law,Sheila Reid,Alan Rickman,The Winter Guest,Drama,Emma Thompson Phyllida Law Sheila Reid Alan Rickman Drama
25998,Hsu Gou,Tie Long Jin,Zhaohua Mei,Mou Tun-fei,黑太陽731,War History,Hsu Gou Tie Long Jin Zhaohua Mei Mou Tun-fei War History
26005,Sam Lee,Neiky Yim Hui Chi,Wenders Li,Fruit Chan,香港製造,Crime Drama Romance,Sam Lee Neiky Yim Hui Chi Wenders Li Fruit Chan Crime Drama Romance
26009,Broderick Crawford,Donna Reed,John Derek,Phil Karlson,Scandal Sheet,Thriller,Broderick Crawford Donna Reed John Derek Phil Karlson Thriller
26010,Wu Jing,Celina Jade,Kara Hui,Nicky Li Chung-Chi,Long nga,Action,Wu Jing Celina Jade Kara Hui Nicky Li Chung-Chi Action
26011,Ronn Moss,Dona Speir,Hope Marie Carlton,Andy Sidaris,Hard Ticket to Hawaii,Action Adventure,Ronn Moss Dona Speir Hope Marie Carlton Andy Sidaris Action Adventure
26014,Charlie Sheen,Angie Harmon,Denise Richards,Steve Rash,Good Advice,Comedy Romance,Charlie Sheen Angie Harmon Denise Richards Steve Rash Comedy Romance
26015,Kim Darby,Jim Hutton,William Demarest,John Newland,Don't Be Afraid of the Dark,Horror TV Movie,Kim Darby Jim Hutton William Demarest John Newland Horror TV Movie
26018,Andrew Saul,Charlotte Gerson,Dan Rogers,James Colquhoun,Food Matters,Documentary,Andrew Saul Charlotte Gerson Dan Rogers James Colquhoun Documentary
26022,Shah Rukh Khan,Kajol,Jimmy Shergill,Karan Johar,My Name Is Khan,Drama Romance,Shah Rukh Khan Kajol Jimmy Shergill Karan Johar Drama Romance
26028,Jimi Hendrix,Noel Redding,Mitch Mitchell,D.A. Pennebaker Chris Hegedus,Jimi Plays Monterey,Music,Jimi Hendrix Noel Redding Mitch Mitchell D.A. Pennebaker Chris Hegedus Music
26030,Isabelle Corey,Daniel Cauchy,Roger Duchesne,Jean-Pierre Melville,Bob le Flambeur,Drama Action Crime,Isabelle Corey Daniel Cauchy Roger Duchesne Jean-Pierre Melville Drama Action Crime
26031,Constance Towers,Michael Dante,Anthony Eisley,Samuel Fuller,The Naked Kiss,Crime Drama,Constance Towers Michael Dante Anthony Eisley Samuel Fuller Crime Drama
26032,Adamo Ruggiero,Keith Jordan,Hallee Hirsh,Rob Williams,Make the Yuletide Gay,Drama Comedy Romance,Adamo Ruggiero Keith Jordan Hallee Hirsh Rob Williams Drama Comedy Romance
26035,Hilary Duff,Evan Ross,Ellen Burstyn,Nancy Bardawil,According to Greta,Drama Romance,Hilary Duff Evan Ross Ellen Burstyn Nancy Bardawil Drama Romance
26036,James Mason,Barbara Rush,Walter Matthau,Nicholas Ray,Bigger Than Life,Drama,James Mason Barbara Rush Walter Matthau Nicholas Ray Drama
26038,James Stewart,Richard Conte,Lee J. Cobb,Henry Hathaway,Call Northside 777,Crime Drama,James Stewart Richard Conte Lee J. Cobb Henry Hathaway Crime Drama
26039,Lee Marvin,Angie Dickinson,Keenan Wynn,John Boorman,Point Blank,Action Crime Drama Thriller,Lee Marvin Angie Dickinson Keenan Wynn John Boorman Action Crime Drama Thriller
